text,in_reply,quoted_text,is_sarcastic
"@folha Muito desgastado..... kkkkkkkkkk #SQN

#MoroOrgulhoDoBrasil","Sob desgaste, Moro vai, de terno e gravata, ver jogo do Flamengo com Bolsonaro https://t.co/MFjIB3gYVF",,1
"Cleber Machado narrando o gol da seleção feminina parece ele mesmo quando narrou o gol do Sport contra o Corinthians em 2008
Uma força pra gritar o gol #sqn",,,1
@CaioCezarO Pergunta retórica né! #sqn,"A pessoa tuita, sei lá, uma sunga enterrada no cu e pergunta ""gostaram?"".
Se alguém diz ""não"" começa a militância.

Pra q pergunta?",,1
"@Francischini_ @OficialNeyander Mas Delegado, olha só, eles conseguiram!  

#sqn #EuToComOMoro https://t.co/SUUV0D9aae","Stand up na frente da Polícia Federal, em Curitiba. Comediantes vermelhos! Só petista e pombo para pagar e assistir este Stand Up kkkkk https://t.co/pUHmN0OmSx",,1
"@SantosFC Depois de faturar o Paulista, copa sul-americana, copa do Brasil, o brasileirão tbm é do Santos #SQN 😂",Tô errado? #FreguesiaNoAlçapão https://t.co/qRll0qB53d,,1
"Uma chuvinha de nada.
Já já passa.  rsrs
#Sqn #Ilhado #QueroUmSubmarino #UmBoteServe https://t.co/Dz1e0UT5g7",,,1
Não existe machismo... #sqn https://t.co/SdJECpgA3R,,,1
Maior democracia do mundo #SQN https://t.co/vijXcqD026,,,1
"“Final Feliz” #sqn 

Bruno Bandeira https://t.co/pewBJrHAhI",,,1
"Não só dizem defender, mas se acham os donos dos pobres. Só eles sabem o que é melhor. Obviamente que precisam ter privilégios em troca desse sacrifício, né?! #SQN https://t.co/krLsS3wxLE",,E dizem defender os mais pobres... quanta hipocrisia! https://t.co/vuOiDY5tMZ,1
"Pensa numa esquerda que ama o povo Brasileiro #SQN  
#MoroOrgulhoDoBrasil #inmorowetrust #Dia30EuVou https://t.co/ing7MdkaWc",,,1
"@zehdeabreu Mas que falta vai fazer. #sqn
Amigão, torce pelo Vasco. Vai combinar, já que os 2 estão caindo.",Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
"A lógica de @neymarjr é uma coisa linda de se ver (#sqn): expor fotos íntimas de mulher, pode; mas a fotos dele na delegacia, não pode, porque, né, vai queimar a imagem dele. Que dó!",,,1
"Seus pais também fizeram isso com você? kkkk a alegria eestampada na cara do ser rsrs #sqn eita 😲✌🙋🎶🤔
..
#tbt #festa #junina #escola #fogueira #photo #caipira #raiz #quentão #pipoca #milho #maçã #amor #tmj #xadrez… https://t.co/RDnFC2fS2o",,,1
@JaislanoF @fenila Jura????? #sqn,"@fenila @Michelle_liuss1 Vdd;
Só ki; no início de governo Lula em 2003 até hove uma certa honestidade de prosperidade para com o país mas ele desviou pro caminho do mal.",,1
@zehdeabreu Nossa!! O que será do @Flamengo sem a sua torcida?!?😱 Certeza que estão todos apreensivos com essa perda irreparável na Gavea... #sqn,Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
Grupo Globo checam tanto a veracidade das coisas #SQN que os proprios postam fake news para tentar manipular a opinião publica https://t.co/0MxVPBKcQ5,,"@JornalOGlobo Fiquem tranquilos, a instabilidade parcial na conexão aos servidores acabou há mais de 14 horas. 😉",1
@mirelleadv Mais do que certo ! Será que todos estão errado e o Lula e seus demônios está certo ? #SQN,"Vamos aos fatos:
📌 Odebrechet mentiu? Não!
📌 OAS mentiu? Não!
📌 Delatores mentiram? Não!
📌 Provas falsas? Não!
📌 Lula é santo? Não!
📌 Três instâncias erraram? Não!
Não se anulam provas lícitas, muito menos, desqualifica-se o esquema de corrupção!
... mimimi! 
#InMoroWeTrust",,1
Cada dia que passa acredito mais no meu potencial pra ser master chef kkkkk #acreditacolega #SQN,,,1
"Arruma encomenda de quadro, arruma tattoo, arruma 3d pra arquitetura. 
-Frenético.
 Ainda bem que em meio a tanta ansiedade eu n sou viciado em café né? #sqn",,,1
"@BolsonaroSP Parabéns pela comparação, tudo a ver , sensacional , maravilhoso, excelente , muito bom, vc é demais , que qualificação, q atitude agora sim esclareceu
#sqn
#InFuxWeTrust #MoroTraidorDaPatria","Prédio cai &gt; culpa do engenheiro

Bêbado dirige e mata &gt; culpa do motorista

Cachorro foge e morde alguém &gt; culpa do dono

Bandido atira e mata inocente &gt; CULPA DA ARMA, VAMOS DESARMAR TODO MUNDO!",,1
@renataagostini É o “NÔUVO” da política. #SQN,"Zema prometeu que ele, vice e secretários não receberiam salário nem jetom. Registrou a promessa de campanha em cartório. Diz agora que errou, atribui o erro à inexperiência política e afirma que, na verdade, precisa aumentar o salário de seu secretariado. https://t.co/GffsUUSK8U",,1
"Lula é inocente, coitado do bixinho...
#SQN
#Dia30EuVou",,,1
"Se liga aí!

#repost brother_biblia

#Sqn
#BomDia https://t.co/Op6ehOqGJj",,,1
@alefrotabrasil Vai ser rápido então né ? #SQN...,Todos os 513 deputados poderão falar na comissão da Previdência - Deputado Alexandre Frota foi o primeiro a falar na comissão.  https://t.co/Y1yEhF37qv https://t.co/eA3TC7NuMh,,1
"Essa é a Nicole de verdade! #SQN 
#PowerCoupleBrasil https://t.co/dGkKYck4Uw",,@VemBigBrother @_reclamona_ https://t.co/hgfx6ytMn3,1
"O que o povo não entende é que independente de governo regente ou das falhas das magistraturas, o Lula é culpado ... Foi julgado em primeiro ,segundo e terceiro grau.ninguem implantou prova no sítio ou coisa parecida.Acorda massa de manobra 
 #MoroTraidorDaPatria #sqn",,,1
"@SafaaDib LOL, sou uma estrela da TV  #sqn 😁
Deu em que canal?","Oh @celiamar_, acabei de te ver na TV no lançamento do Jeffrey Archer.",,1
"De acordo com a publicidade da Prefeitura do Recife, dezenas de pontos de alagamentos críticos foram resolvidos. #sqn #raincife",,,1
"@jornalextra Caramba, estragou meu dia. #SQN",Bruno Gissioni critica o Flamengo por publicar foto de Bolsonaro e Moro: ‘Que Vergonha’. https://t.co/zM9uPkQ9pq,,1
@PMERJ Todo mundo aí com o papelzinho do porte de arma né? #sqn,"Na manhã desta quinta-feira, nossos policiais do #39BPM apreenderam uma pistola 9 mm, dois revólveres, dois rádios e drogas, durante operação na comunidade Palmeira, em #BelfordRoxo.

#PMERJ #NasRuas #SempreAtuante https://t.co/Ej6g992sS7",,1
"@provetti_bruno @Debora_D_Diniz @SF_Moro A mina me bloqueou. 
Kkkkkkkkk
A tolerância impera.. #SQN","@felipe_parente @Debora_D_Diniz @SF_Moro Haha, bem lembrado.",,1
"Que beleza ein @brunocovas , os velhinhos querendo buscar remedios ou tomar vacina, mas não podem graças ao seu decreto que fecha as repartições municipais para jogo de futebol feminino. PARABÉNS!! #sqn absurdo https://t.co/X6hBJ7wSdo",,,1
"@Cassia1295 É que hackearam e distorceram todas as conversas, adulterando, suprimindo e incluindo falas, até chegarem na versão final ora apresentada... #SQN","Para que precisariam ""hackear"" o celular de todos esses canalhas se os diálogos são forjados? Tirem-me essa pequena dúvida... #MoroTraidorDaPatria",,1
"É tão importante, mas tão importante, que não estão investigando quem mandou matar Marielle e qual o paradeiro de Queiroz.

Grande juiz. #SQN 

https://t.co/YBeULvNIeY",,,1
@ggreenwald Está é especial para você no dia de Santo Antônio @zeca_dirceu #SQN Eles já são casados com mulheres lindas e de fibra. #InMoroWeTrust  🇧🇷🇧🇷🇧🇷 https://t.co/Je2WX1wF2Z,"""É cúmplice de um ato criminoso"": vc deve ser mais cuidadoso com sua linguagem. Ser o ""CEO da Forbes"" não te dá o direito de difamar com falsas acusações de crimes. E se você não acredita em jornalismo, deve sair da profissão. E da próxima vez tenha a coragem de dizer o meu nome: https://t.co/5H7z6EW2Um",,1
@zeca_dirceu @ggreenwald @TheInterceptBr Está é especial para você no dia de Santo Antônio @zeca_dirceu #SQN Eles já são casados com mulheres lindas e de fibra. https://t.co/mwXpf16ZFc,"@ggreenwald Siga firme @ggreenwald @TheInterceptBr 
Não de atenção aos canalhas. A imagem, responde tudo. https://t.co/R8V25uR9Dl",,1
"@ContaratoSenado @cbnvitoria Tá dando certo que só a porra !!!
#SQN","A função do Executivo é garantir a segurança da população. Não pode o Estado lavar as mãos e deixar isso para a população. Senão, voltaremos a um estado de barbárie. Falei agora à @cbnvitoria 
https://t.co/3xibTByc8y",,1
"Ai você vai nos @CorreiosBR pra enviar 3 folhas de papel via Sedex de SP pro CE e eles te cobram R$64... Ou paga mais barato, mas pode levar até 20 dias pra chegar. Que serviço maravilhoso #SQN",,,1
"@Camarotti Que comédia você, hein ""jornalista/apartidário""? Isentão #sqn","Estou fora do Brasil e não consigo acompanhar o noticiário como gostaria, então fica a dúvida : já levaram o “jornalista/ativista” para depor ?! Ele é cúmplice de um ato criminoso e precisa explicar essa história. Rigor contra esses bandidos que acham que podem seguir impunes.",,1
@portalR7 O Brasileiro é um sujeito de paz e boa índole...#SQN,Homem parecido com sogro de ator morto sofre ameaças na internet https://t.co/c30ePugwme https://t.co/bfO7B2DBzq,,1
@jairbolsonaro Igual à Dilma na abertura da Copa do Mundo #sqn kkkkk,"- 12 de Junho. Estádio Mané Garrincha, Flamengo x CSA. https://t.co/oxN9FEYVph",,1
"É o fim do Moro e do governo Bolsonaro . #sqn
#Dia30EuVou https://t.co/iVw0CeBJ8P",,,1
"@bobdaslabaredas @MBLivre Mas num foi tudo inventado pelo Moro?! 
Ele comprou o triplex e colocou no nome do Molusco. Bichinho!
O Deltan tirou dinheiro do bolso e mandou pro exterior, pra fingir que era dos políticos honestos. 
Todos mal caráter.
Só quem presta é quem tá preso. 
Dá uma pena!
#sqn #ironia",Será que as conversas de zap anulam todos esses fatos? HAHAHA petista é bixo iludido. E mau caráter. https://t.co/VlXbEMnoLc,,1
"O presidente mais impopular de todos os tempos. #sqn
Esse é o meu presidente @jairbolsonaro 🤗❤️ https://t.co/HkQiz4v6oJ",,,1
"@MBLivre Quem não for, não é patriota. Aproveitem e fiquem em casa tuitando Lula livre e Moro ladrão ou Moro bandido junto com a esquerda. Fica muito bem fazer pirracinha e deixar o a Lava Jato  ser achincalhada. Parabéns! #SQN
#Dia30EuVou",#Dia30EuVou https://t.co/ZaaiGVqM6K,,1
"@bernardopkuster @LeonardoBoff @ggreenwald Realmente, Boff é burro. Vc, que ninguém sabia quem era, até vc pagar de baba ovo do gênio Olavo, é que tem uma mente brilhante, um raciocínio sensato e uma análise da sociedade capitalista moderna que está exposta em dezenas de livros... Estudei vc e Olavo na faculdade... #SQN","@LeonardoBoff @ggreenwald O senhor é burro ou o que? Com 360 graus se volta no mesmo lugar. HAHAHAHA 
Este é o intelectual da teologia da libertação. PQP!",,1
"@alex_borges Se não fosse noticiado no J.N nunca ia desconfiar...
Obrigada J.N!! #sqn",Cê jura? https://t.co/kBUPoHBltD,,1
"O Brasil não é para amadores mesmo. Mais um assassinado por essa gente de bem, que torce pelo povo brasileiro. #sqn
É meu caro Celso Daniel, você foi só o primeiro. https://t.co/anyCDl5Awl",,,1
"@PastorMalafaia O Sr.. é Pastor? #SQN
Dá muita tristeza ver que alguém que deveria pregar o AMOR, pregue o ÓDIO... É isto que a palavra de Deus prega... continua o Sr. no ""olho por olho, dente por dente""""... O Sr. não acredita na Palavra de Jesus Cristo?",ATENÇÃO POVO BRASILEIRO! Vamos divulgar os nomes dos deputados que assinarem o pedido CPI contra Moro e o MPF. Esses vagabundos que apoiam o maior esquema de corrupção da história política do mundo. Vamos denunciar isso para esses esquerdopatas bandidos não serem reeleitos.,,1
MORO E BOLSONARO SENDO HOSTILIZADOS NO MANÉ GARRINCHA - BRASÍLIA. #SQN #EuApoioLavaJato #Moro #Bolsonaro 🇧🇷🇧🇷🇧🇷 https://t.co/1MXzYs8bWU,,,1
@albuquerque_af Segundo a XP eles são os primeiros KKKKKKKKKKKKKKKKKKKKKKKKKKKK. #SQN . TC é do caral.....,"Hj é um dia especial para o TC.

O head da mesa de equities &amp; derivatives do BTG, Jerson Zanlorenzi, começou a contribuir na nossa plataforma.

É + um passo no rumo a democratização do acesso a informação no 1° e único app independente de informação e comunicação do nosso mercado",,1
"@sarinharsl Kkkkkkkkkkkk
É que na hora q passa fica maravilhoso, aí vc a pessoa vicia e a merda vai acontecendo, mas vc já está viciada 😂🤣. Qndo eu passo e vou pro sol parece q taquei óleo de bronzear na cara. Fica uma belezaaaaaaaa #sqn",Quando vai acabar essa moda infernal de tacar iluminador na cara até parecer que tá com as glândulas sebáceas descontroladas?,,1
"Reposição do Mais Médicos, com médicos nacionais... #sqn https://t.co/6weXxMxOTN",,,1
"Nada como ter uma justiça que protege os trabalhadores. #sqn Desembargadora cita ""caráter político"" ao proibir greve de trens em SP https://t.co/CENnrcFu0N via @UOLNoticias @UOL",,,1
A cara de anjinho do papai kkkkk #sqn #baby #love 😇😍 https://t.co/wvW0GQsHlE,,,1
"Alias, fun fact: um ex (depois de estarmos juntos uns 3 meses) me pediu oficialmente em namoro no dia dos namorados. 
“Ah fofinho!” vcs pensariam. #SQN
No aniversario de namoro a gnt teve q comemorar depois, pois IMPOSSÍVEL fazer qualquer coisa bacana p/ comemorar algo nesse dia.",,,1
Nada como ter uma justiça que protege os trabalhadores. #sqn TST abre precedente para uso de força policial contra piquete grevista https://t.co/od604l63ho,,,1
Quer fizer que o @MBLivre vai fazer uma manifestação a favor da Lava Jato e a direita radical não vai porque é o MBL? 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 Parabéns pela coerência ! #SQN,,,1
"Agora tá bom mesmo, o #bolsolixo carregando o #MoroCriminoso de chaveiro pra todo lado pra tentar mostrar que está TD bem... 
Bandidos unidos jamais serão vencidos ? 
#sqn #justiça #SextaTemGreve",,,1
"huummmmmm......normal.. ""nao vejo nada de mais ""  #SQN https://t.co/rzsChw9Yy8",,@hbredda 3. https://t.co/vPPExghxTf,1
"@zehdeabreu Muitos tweets solidários à vc cuspidor !!!
#SQN",Acabo de queimar minhas camisas do Flamengo. Jamais voltarei a torcer por este clube de merda. https://t.co/shVb0XKGNK,,1
"A imagem é superecológica, #sqn https://t.co/sWpRQVbqSJ",,"Mete a foice no IBAMA, diz Bolsonaro para Salles. É como governador mandar chefe de Polícia fechar a delegacia de Homicídios. Morte à Natureza e aos Índios e Seringueiros. Força total ao crime ambiental. Bolso e Salles unidos pelo desmatamento e poluição! 
https://t.co/JXp8DBx3yu",1
@BolsonaroSP Seu pai é um exemplo de como funcionam as armas. #sqn https://t.co/9J2e9p6GdW,"Populista? Após o desarmamento, aprovados pelos mensaleiros de Lula em 2003, temos recordes de mortes por arma de fogo. Estamos morrendo como porcos nos semáforos e sem sequer podermos nos defender. A depender do senhor esse quadro não mudará. Quantos mais precisarão morrer? https://t.co/0fgqKkyjhe",,1
Jair Bolsonaro e Moro no jogo do flamengo. Nem são queridos #sqn não adianta soltarem conversas fakes o #Povo ama https://t.co/budnEdq233,,,1
@JornalOGlobo Só gente fina! #SQN,"Moro recebe deputados evangélicos no gabinete, ora e se mostra tranquilo em relação à atuação na Lava-Jato. https://t.co/uAuPEFwjTH",,1
"#MoroTraidorDaPatria #SQN 
Observe atentamente quem está nesta foto.
Reconheceu os personagens ? https://t.co/YJ5a2kzV16",,,1
@VEJA @radaronline Nossa! Mesmo! A Biografia do Jean Willys? Nao2 vejo a hora de comprar! #sqn #IronicModeOn #Apamerda,Biografia de Jean Wyllys chega às livrarias em julho (via @radaronline) #ConteúdoExclusivo #VEJAColunistas  https://t.co/oUvjHzeNrS,,1
Dia dos namorados 2019: chegamos os dois às 18h em casa e deitamos “20 minutos” para descansar e sair. Acordamos às 23h. Black mirror e dedinhos de queijo na cama. Romantismo é com a gente #SQN 😂😂,,,1
@pschoticsmile Coisinha maisiiii lindaaaa #sqn q,"˹ ♯  🔪 __  𝐣𝐨𝐤𝐞𝐫’𝐬 𝐥𝐞𝐠𝐚𝐜𝐲* 
⟅ 1OO% ınsɑne, socıopɑth, trıcκster.     
                 ❪ HA-HA-HA! ❫ 
    ❛heroes ɑlɯɑчs get remembered but чou knoɯ legends never dıe.❜ https://t.co/hHadm5Q2b4",,1
"&gt;&gt;&gt; ATENÇÃO: URGENTE #lulasolto

Diante da booomba intercéPTica e após assistir a entrevista de Juka e Trajano, Moro decidiu liberar o molusco 

#sqn #Dia30EuVou #EuApoioaLavaJato https://t.co/hgqiwXIZLi",,,1
"Eu sou uma excelente dona de casa #sqn 
Desde sábado que eu estou ouvindo umas batucada logo cedo 
Achei que meu vizinho estava fazendo obra na casa dele
Hoje perguntei para a Miriam quando que o vizinho vai parar com essa obra chata chataaaa
Ela disse q a obra é lá em casa 😱",,,1
"Impressionante como a torcida do @Flamengo ficou indignada com a presença do presidente e do Ministro...#SQN
👏👏👏👏👏👏👏👏👏👏👏👏 https://t.co/Ypuq4oR6rh",,"Já viu o vídeo do Maracanã LOTADO VAIANDO @jairbolsonaro e gritando FORA MORO? De arrepiar! Eu tenho! Pessoal grita LU-LA LI-VRE! Quem enviou foi o marido de um amigo meu, fonte confiável! Deixa eu achar o meu tablet...  Aqui, alguém conhece algum hacker? https://t.co/wXYLIVicus",1
@JoelPinheiro85 Nada de altruísmo. Isso não existe. #SQN #InGodWeTrust,"Levados pela ideologia, muitos celebraram a saída dos médicos cubanos. Quem não estava cego já avisava: a população carente brasileira sofrerá com isso.

Demagogicamente, fomos levados a creer que brasileiros preencheriam as vagas. 

Agora, a realidade:

https://t.co/iigyTmoDAv",,1
"@raelleandradx @pedrop_rex Vc está a ofender essa categoria tão altruísta! #SQN #InGodWeTrust  Foi se o tempo em que se acreditava em altruísmo amor ao próximo. Tem um livro chamado ""gene ruim"" meu amigo tem. Estou resistente a ler. Tenho medo.",Quem q foi levado a crer que os médicos brasileiros preencheriam as vagas? Só os bobos mesmo que acreditam que os médicos brasileiros se enfiariam em lugares remotos... eles estão se formando por dinheiro e não por amor e à dedicação de salvar vidas como pregam. https://t.co/nNFvHin7De,,1
