text,in_reply,is_sarcastic
@Miltonneves A Seleção ta jogando muito....nenhuma saudade de Neymar!! #SQN,Chama o Olodum,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
@randolfeap Nada como um parlamentar aberto ao diálogo.... #sqn https://t.co/1ApQpxQ8vd,"@randolfeap Que bom que, ato contínuo, o senhor abrirá mão dos seguranças parlamentares que o senhor tinha direito.....
Afinal de contas, se as armas estão proibidas, pra quê seguranças, não é???
Parabéns pela iniciativa e coragem....",1
"RT @TudoCoMNada1: NOSSA UAU QUEM SERÁ QUE VÃO SALVAR... que dúvida cruel ein #sqn aff

  #EliminaçãoPowerCouple https://t.co/8dc78FvkRO",,1
Fui duas vezes pra academia hj. Tô me sentindo muito fitness. #sqn 😂,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"NOSSA UAU QUEM SERÁ QUE VÃO SALVAR... que dúvida cruel ein #sqn aff

  #EliminaçãoPowerCouple https://t.co/8dc78FvkRO",,1
@sep_rodrigo Coincidência. #sqn,@palmeirasptd Inacreditável que o Sávio também interpretou errado no sportv.,1
@Fernanda_Gentil @OMOBrasil Super natural esse tweet #sqn,Aaaiiii quem tá acompanhando o futebol e já tá suando a camisa na torcida pro Brasil?Eu suo MERRRMOOO (tipo pizza) vendo o jogo!!!Tipo molhada de suor. Mas ta tudo trank porque uso #OMOSports que tira todo o suor impregnado e bloqueia o mau cheiro (tipo cecê) #novoOMO @OMOBrasil,1
Achei q tinha goleada....#sqn,,1
"@SinceroTexdf @gujansk @davidmirandario #sqn vai dar muuuita merda ainda, filhão!",@victorfroes86 @gujansk @davidmirandario Resumindo: seu mimimimimimimimi foi lido e encaminhado pro setor do foda-seeeeeeeeeeeeeee.,1
Novidade um juiz que não sabe a mudança da regra #sqn #CopaAmerica,,1
Com certeza não veremos mais isso né....#sqn https://t.co/nVKkAIJGP1,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @pathy_ngy: @alvarodias_ Que surpresa o Senador @alvarodias_ votou CONTRA o decreto do Presidente! #sqn
Agora abre mão dos seguranças ar…",,1
"É isso que eles querem! Você à mercê do beneplácito do governo “bonzinho” que armado, irá protegê-lo... #sqn https://t.co/JP4iN047vv",,1
"Em redes sociais, ele expõe aos gritos esta mesma frase da foto a um grupo de manifestantes na beira da estrada. Se isso for exemplo, siga. #sqn","Que atitude ridícula! 
#NojoDaPoliticaBrasileira https://t.co/Ho90Op8ADH",1
"@JornalOGlobo Continuamos empenhados em promover a ""Nova Política""

#SQN.....","Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj. O deputado Anderson Moraes, do PSL, chamou a ex-mulher de Jair Bolsonaro para assessorá-lo, com um salário de R$ 7,3 mil. https://t.co/KdnmhKc9Dp",1
Xau kamiezer hj VCS vai ver como nós o público te amamos kkkkkkkk #sqn kkkkkkkkkkk  #PowerCoupleBrasil,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"@VoeGOLoficial. Super mega feliz em tentar participar. #sqn
#voegol https://t.co/N8wR7y7Bt1",,1
#MoroJuizFake kkk #SQN O CARA É TOP DE VERDADE.,,1
"Eu: Vamos torcer juntos Binguinho?
Bingu: Meau 
Depois de cinco minutos de jogo...
Bingu: zzzzzzz

#copaamerica #brasilxvenezuela #catbingu #deusono #companheirinho #torcemosjuntos #sqn… https://t.co/SbGauqIvVs",,1
@rossi_fabi @BrenoSSimoes @FernandaLaraSi1 @PaulaCABarbosa Vixiii....agora q pensei nisso...fiquei com vergonha...#sqn,"@BrenoSSimoes @FernandaLaraSi1 @PaulaCABarbosa @limandrea Já imagino o Breno lendo,rindo e falando pra Paulinha...a reação dela Deus me livree 😂😂😂",1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"@alvarodias_ Que surpresa o Senador @alvarodias_ votou CONTRA o decreto do Presidente! #sqn
Agora abre mão dos seguranças armados, carro blindados. 

👉 ""Nunca confie em um governo que não confia em seus cidadãos armados"" Benjamin Franklin",#EuApoioaLavaJato #ADComunicação #AlvaroDias https://t.co/MOlZapT5Jk,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"@0C0RV0 @jackpatriota17 @SenadorKajuru número de brasileiros ignorados: 59.109.265! Obrigada, senador. #SQN","Pra você q ficou eufórico com meia dúzia de palavras ao vento que Kajuru disse contra Gilmar Mendes, e agora está decepcionado por ele ser contra o porte de armas e ter chamado Randolfe Rodrigues (Harry Potter de Chernobyl) de ""Meu Presidente""!

Assista o vídeo e veja quem ele é: https://t.co/7N1xvkImfr",1
@ggreenwald Ta faltando assunto no hackeamento..... Muito preocupante as revelações. To sofrendo muito #SQN https://t.co/qntpBS6lOI,"EXCLUSIVO e NOVO Lava Jato fingiu investigar FHC apenas para criar percepção pública de ‘imparcialidade’, mas Moro repreendeu: ‘Melindra alguém cujo apoio é importante’ #VazaJato https://t.co/WqcHmOnjG0",1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
Nossa que surpresa .... #sqn #VazaJato #desMOROnando  #MoroJuizFake https://t.co/JV54e3pOEx,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
@NaoInviabilize Quanta naturalidade #sqn pra falar de um sabão em pó,faltou sinalizar que é #publi https://t.co/nuCudabMgZ,1
@VoeGOLoficial @BrahmaCerveja #SQN eu to tentando até agora acessar o site ou o app e nenhum dos dois abre :(,"A promoção foi um verdadeiro GOL de placa, hein @brahmacerveja?! Mas ainda tem muita bola pra rolar, e quem sabe não vem aquele grito de GOL pra nossa Seleção, né?!",1
@detremura @mar_gom123 Atá !!! Me convenceu #SQN 👊,"O julgamento do Lula foi uma fraude, um showzinho midiático. 
Não importava o que a defesa fizesse ou que provas apresentasse, o resultado já estava decidido antes, em conluio com o procurador. 
Onde eu moro o nome disso é INJUSTIÇA

#MoroJuizFake",1
"Bolívia...Venezuela...só adversários fortíssimos 

#SQN",,1
RT @mylenadiasss: Super funcionando essa promoção da Gol #sqn https://t.co/DMKM1aAbhC,,1
"Sobre as passagens promocionais da Gol à 3,90... pelo jeito é só mais uma fake news 
#sqn",,1
"Excelente estratégia @VoeGOLoficial.. Anunciam uma ""promoção"" e tiram o site do ar.. Marketing excelente pra empresa.. #sqn um conselho? Nem façam essa cagada.. #gol #golpe",,1
@PatySoelo @Alberto87oj @rickbonadio Linda! Adorei a sua inteligência! #sqn,"@juliana_poars @Alberto87oj @rickbonadio Hahahahaha entrou no meu perfil pra achar um erro de português, mas tudo que achou foi isso 🤣🤣🤣🤣🤣🤣",1
"Estou surpreso #sqn -   Itair recebeu documento que concede ""amplos poderes"" à frente do Cruzeiro @UOLEsporte @UOL https://t.co/eQqYL1h75i",,1
Enqto isso..  os brasileiros nos EUA têm o mesmo tratamento... #SQN 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️ https://t.co/Z3iNXt3tuy,,1
@jandira_feghali A intercePT falou então só pode ser verdade. #SQN,"INTERCEPT COMPROVA: LAVA-JATO NUNCA FOI CONTRA A CORRUPÇÃO, MAS SIM CONTRA A ESQUERDA. #VazaJato",1
RT @mylenadiasss: Super funcionando essa promoção da Gol #sqn https://t.co/DMKM1aAbhC,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @leofigueiredomg: Muito bem @VoeGOLoficial @VoeGOLatende vocês são muito bons de serviço! #sqn

Brasileiros enganados mais uma vez https…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
RT @mylenadiasss: Super funcionando essa promoção da Gol #sqn https://t.co/DMKM1aAbhC,,1
A @VoeGOLoficial fazendo o povo passar raiva no jogo do Brasil #VoeGol #sqn #Brazil #Venezuela https://t.co/KgI9DOZwQk,,1
"RT @leofigueiredomg: Muito bem @VoeGOLoficial @VoeGOLatende vocês são muito bons de serviço! #sqn

Brasileiros enganados mais uma vez https…",,1
Comprando passagem a preço de cerveja no site da gol! uhullll #SQN,,1
"RT @FLORDELIRIO66: @MarleneFFL Deveria ser mais Brasil e menos Brasília #SQN 
#ArmasPelaVida",,1
"Muito bem @VoeGOLoficial @VoeGOLatende vocês são muito bons de serviço! #sqn

Brasileiros enganados mais uma vez https://t.co/CNLr2xGHVV",,1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"@barrosotoni @opovoonline Ei @barrosotoni, ele deve tá abastecendo o ônibus que passa no condomínio dele. #sqn
Aí dentu @andrefernm https://t.co/RJPMFieTha","@opovoonline No bom ""Cearensês"", eu faço é rir.
Duvido que ele pegue o ""Busão"" aqui. E olha que boa parte dos ônibus tem ar condicionado!🤭",1
"@MarleneFFL Deveria ser mais Brasil e menos Brasília #SQN 
#ArmasPelaVida","O Parlamento, no Brasil, existe SÓ para impedir que a vontade do povo prevaleça.",1
Super funcionando essa promoção da Gol #sqn https://t.co/DMKM1aAbhC,,1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
@Prefeitura_Rio Enquanto isso os ônibus podem circular caindo aos pedaços. Ninguém fiscaliza mesmo. A zona oeste pobre está abandonada. Sem contar que diversas linhas tiveram redução de ônibus ou simplesmente sumiram. #PrefeituraRIO #aquitemmuitotrabalho #sqn,"Foram aplicadas 52 multas pelas equipes, que atuaram em diversos bairros para oferecer mais segurança aos usuários do transporte complementar, fiscalizar os serviços prestados e reprimir o transporte ilegal realizado por vans piratas. #AquiTemMuitoTrabalho #PrefeituraRIO",1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
Sabe tudo de mercado 😂😂😂 #sqn https://t.co/015JEzBy6w,,1
RT @crisfr: Sensacional a Copa América e a Copa do Mundo de Futebol Feminino serem no mesmo ano e no mesmo mês. #SQN #CopaDoMundoFeminina #…,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
Mano tem jogo do Brasil hoje e nem sabia kkkk 😂🤦‍♂️ #SoyLocoPorCopaAmerica #Sqn,,1
"Pô @demori , que editor é você que promete e não entrega?! Tamo aqui aguardando a revelação ""explosiva""....#SQN https://t.co/D4QWxLAA2A",,1
Sensacional a Copa América e a Copa do Mundo de Futebol Feminino serem no mesmo ano e no mesmo mês. #SQN #CopaDoMundoFeminina #CopaAmerica,,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
@dricaozzy @naturabroficial To vendo... Uma sensatez invejável #sqn https://t.co/JpYMDH8XaF,@FlaviaSPFx @naturabroficial Pelo menos eu tenho senso pra fazer isso . https://t.co/QogdWRgB9t,1
"@SF_Moro Só não vale tomar o lugar do Xaropinho. 

Herói da nação 🤣🤣🤣🤣🤣🤣

#SQN",Logo mais no Ratinho. https://t.co/cR53lkCnYX,1
"Pois é ... que #adorável essa #famiglia que viria para estabelecer UMA NOVA POLÍTICA ... #SQN né ???
#corrupçãocruzadanapolítica i https://t.co/wk1pNbrEWQ",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
@VanPersieTimao Ta mandando bem no quesito Alimentação kkkkkkk #sqn kkkkk,"Meu Jantar!
Fandangos + Coca !",1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
@BlogdoBG Assepsia mandou lembranças. A mamata vai acabar. #sqn,"Bolsonaro confirma: ""Nós vamos dar a Rogério Marinho o posto de destaque que ele merece"" https://t.co/DgPuRcxUP8",1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
Clóvis Olha o Spoiler  🤣🤣🤣😎😎 #SQN https://t.co/67dZC0pQEd,,1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"RT @alexsanspacheco: Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co…",,1
"RT @DillRusseffi: Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos,…",,1
"Agradeço(#sqn) aos 48 senadores que tiraram o direito de nós, brasileiros de bem,  termos uma arma para nos defendermos, nos sujeitando à vontade de criminosos armados ilicitamente.",,1
@pampinhos Reclamando de barriga cheia a gay. #sqn,@pampinhos 🥺🇮🇹,1
"Que moral, hein Rodrigo Maia?

Reunião com o Alexandre Frota!

Vai ser um sucesso nas redes sociais. #sqn https://t.co/CItPxeY6jo",,1
@skolbeats Pohan! Vai vender cerveja pra caraleo! #sqn,"Prepara, roda, trava e joga! Pegue todo o seu Charisma, Uniqueness,  Nerve e Talent e poste a sua performance de lip sync da versão exclusiva dessa música, marcando @skolbeats e a hashtag #BeatsQueen.

Lyric vídeo para arrasar: https://t.co/xXjwNVKOzh

#BebaComModeração https://t.co/9Ao3ddtd2f",1
"@pedrovalente15_ Ahhhh, não, não é homofóbico não, é protetor dos órfãos, beleza! Entendi. #SQN",,1
@omatheusmedeiro @RicaPerrone Continue com essa lógica de raciocínio q vc vai longe na profissão #sqn,"@RicaPerrone É como tudo no Brasil né, Rica. Não existem leis que são respeitadas aqui. O bom senso está acima né?",1
"RT @ValdemarDema2: Que surpresa Brasil, o Moro protegeu o FHC! 
Outra revelação bombástica: Lava Jato é parcial!
Ora, ora, tô passado!
#sqn…",,1
"@BlogdoNoblat A mamata acabou.......
#sqn","Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj. O deputado Anderson Moraes, do PSL, chamou a ex-mulher de Jair Bolsonaro para assessorá-lo, com um salário de R$ 7,3 mil. https://t.co/EUWxOidjJk",1
"@BostonSportsBR Parabéns Ainge, vc fez um trabalho realmente excepcional #sqn","Se Kyrie e Al realmente saírem, os Celtics podem e devem voltar a ter cap space pra assinar contrato máximo com algum free agent.

O maior problema é que dá trabalho convencer alguém a vir pra esse time quando você vê Horford e Kyrie querendo sair ao mesmo tempo.",1
@JornalOGlobo Vai acabar a mamata... #sqn,"Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj. O deputado Anderson Moraes, do PSL, chamou a ex-mulher de Jair Bolsonaro para assessorá-lo, com um salário de R$ 7,3 mil. https://t.co/KdnmhKc9Dp",1
"RT @ValdemarDema2: Que surpresa Brasil, o Moro protegeu o FHC! 
Outra revelação bombástica: Lava Jato é parcial!
Ora, ora, tô passado!
#sqn…",,1
@thomasoned69 Só para constar vamos ver o que elas acham quando outro homen passar esse resultado: mulheres são passadas por homens em ranking de futebol! #sqn jamais vão falar sobre isso.,@Renssis https://t.co/4xXprMpuFr,1
"RT @ValdemarDema2: Que surpresa Brasil, o Moro protegeu o FHC! 
Outra revelação bombástica: Lava Jato é parcial!
Ora, ora, tô passado!
#sqn…",,1
@NetflixBrasil @maisa A dublagem em inglês é maravilhosa quase igual #sqn Kkkk @NetflixBrasil aproveita para colocar Harry Potter! Já tô perdida fi,"Pode entrar, princesa @maisa, que minha casa é todinha sua. Cinderela Pop já está disponível. https://t.co/yqN9FEhOYk",1
@ContaratoSenado Só me diga uma coisa... o senhor anda sem seus seguranças???? #SQN,"Esse decreto do governo é uma afronta à Constituição Federa. O que diminui a criminalidade não é armar a população, mas enfrentar temas urgentes, como a reforma política. Oferecer educação.",1
"Cara,é sério.. .se @neymarjr for indiciado por esse ""estupro"",Vou denunciar aqueles embustis que fiquei e no fundo eles só queriam sexo comigo nada mais e eu fiquei puta com eles, eu queria namorar...#SQN.Tenho caráter e maturidade. Oq claramente essa Najila não tem.",,1
"E terça passada ""nóis"" tava como? Fazendo Rapel sozinho pela primeira vez!! #SóqueNão #SQN #Rapel #RopeJump #BungeeJump #JoinTheAdrenaline #SkyDive #Paraquedismo  #EsportesRadicais #RadicalSports #NerdRadical… https://t.co/Hw8qqsASA2",,1
@OGlobo_Rio Acabou a mamata! #sqn,"Rogéria Bolsonaro, mãe de Flávio, ganhará cargo na Alerj https://t.co/f9Jd2TzYuX",1
"🗯 D I C A S
A dica de hoje é para quem tem dúvidas sobre p significado de termos utilizados por nós arquitetos(as), engenheiros e toda a turminha da #construcaocivil 🤨 #sqn

#dicasdeprojeto #projetodeinteriores… https://t.co/o0CkuJQwT3",,1
@folha Tudo cidadão de bem #sqn,Justiça condenou novo presidente do BNDES por arrombar portões de condomínio https://t.co/l8QYrFCfp0,1
@belemtransito Igualzinho aqui em Belém. #SQN,Manifestação com mais de 2 milhões de pessoas em Hong Kong. Eis que uma ambulância precisa atravessar a aglomeração. #OFFTOPIC https://t.co/KEmQ8ywG1O,1
@CarlosNadalim @MEC_Comunicacao Ah senhor Carlos: muito há que se falar desta alfabetização precária. Atendo centenas de crianças mensalmente com TDAH; #SQN. Há sim um ensino ineficiente que não contempla maioria das crianças,"Olá, pessoal! Aqui é o Carlos Nadalim, Secretário de Alfabetização do @MEC_Comunicacao. A partir de hoje estarei com vocês no Twitter para conversarmos sobre alfabetização e educação. #alfabetização #sealf #PNA",1
"@jairbolsonaro Barraqueiro, condenado. Excelente escolha. #sqn",- Comunico a indicação do economista Gustavo Montezano para a Presidência do Banco Nacional do Desenvolvimento (BNDES). https://t.co/q1prBa4QYS,1
"Que surpresa Brasil, o Moro protegeu o FHC! 
Outra revelação bombástica: Lava Jato é parcial!
Ora, ora, tô passado!
#sqn 
#MoroNãoMelindraFHC 
#dallagnol 
#FarsaJato 
#Moro",,1
"esse é ""imparcial""!! #sqn https://t.co/cWZb620zJF",,1
@liberta__depre Bem proporcional #sqn,"Euro 2016: França 

Salário mínimo (França):

R$6,7 mil - (1.521 euros)

Ingresso mais barato:

R$ 110,00 - ( 25 euros)

Copa América: Brasil 2019

Salário mínimo (Brasil):

R$ 998,00

Ingresso mais barato:

R$ 120,00",1
"Senhores e Senhoras, subam as montanhas, o fim está próximo. Um importante líder espiritual acaba de anunciar seu novo curso Gratuito: ""Como um líder deve gerenciar conflitos”. Creia, Malafaia tem muito a ensinar sobre. Um verdadeiro consolidador.
#sqn 
#Malafaia
#etica",,1
"@FotosDeFatos Uma vez,dirigindo numa avenida e parada no sinal,vi q vinha atrás uma ambulância e subi na calçada à direita pra abrir passagem,achando q os outros fariam o mesmo,já q eu era a 1a da fila e a calçada era enorme e bem nivelada à via.
#sqn os outros carros simplesmente....+","Durante protesto que reuniu cerca de 2 milhões de pessoas em em Hong Kong no último domingo, um momento impressionante chamou atenção:

Uma multidão de manifestantes abrindo passagem para uma ambulância! https://t.co/XRntHRWwh2",1
"@3xnxmm Alemanha ou França molezinha. #sqn
Se tivesse segurado um empate com a Austrália o adversário seria outro","Era pra ter ganhado os três jogos, mas ok , bora pra pegar quem vier #FIFAWWC",1
"RT @caroltokuyo: gente, essa matéria nova da @TheInterceptBr melindra demais o FHC no dia do aniversário dele! sacanagem! #sqn #MoroImoral…",,1
"RT @caroltokuyo: gente, essa matéria nova da @TheInterceptBr melindra demais o FHC no dia do aniversário dele! sacanagem! #sqn #MoroImoral…",,1
FHC preso amanhã #SQN,,1
@jose_simao Evolução espiritual... #sqn,Moro 2018: Harvard e Yale! Moro 2019: Programa do Ratinho e Marcha pra Jesus!,1
"gente, essa matéria nova da @TheInterceptBr melindra demais o FHC no dia do aniversário dele! sacanagem! #sqn #MoroImoral #MoroéPSDB",,1
"E não é que do nada, todas as padarias da Lapa estão virando “Alguma coisa BAKERY”. Será que os donos acham que vão poder cobrar em dólar?!?!?!?!? hahahhahaha #sqn",,1
"@GloboNews Que fofo! Além de muito competente, simpático, empático e tem uma forte capacidade de pensar coletivamente #sqn","'Se quer levar mais de 10 quilos, pague', diz Bolsonaro sobre fim do despacho gratuito. Presidente comentou a decisão afirmando que sempre viajou sem mala e que pagava pelos outros: https://t.co/bFoJo1m8ic #Estúdioi #GloboNews",1
"@claudioedantas Está tudo bem. Não temos crime organizado no Brasil. Criminalidade baixíssima. Dormimos de janelas abertas, usamos celular na rua, deixamos carro aberto ... pode deixar pro ano q vem até #Sqn",https://t.co/vYZ2zKkbg2,1
"3, 2, 1.. Fight! • Quem assistiu o vídeo novo lá no canal pode observar minhas habilidades de gamer #sqn jogando contra o Dave (que jogou videogame a vida toda). Esse vídeo ficou muito engraçado! Vem… https://t.co/6YqBHYcLGa",,1
"Surpresa! #SQN 
Arthur titular hoje no lugar de Fernandinho.
#trbrasil #copaamerica",,1
"Quem diria, logo ele, o Sociólogo das Privatizações... CHOCADO #SQN https://t.co/2xjbG8inMl",,1
"3, 2, 1.. Fight! • Quem assistiu o vídeo novo lá no canal pode observar minhas habilidades de gamer #sqn jogando contra o Dave, que jogou videogame a vida toda. Esse vídeo ficou muito engraçado! Vem… https://t.co/1QlxT7nETh",,1
